# d (A) Cumulative_PSD Std
    0.00000    1.00000    0.00000
    3.15000    1.00000    0.00000
    3.40000    0.99398    0.00000
    3.65000    0.98512    0.00000
    3.90000    0.97883    0.00000
    4.15000    0.97313    0.00000
    4.40000    0.96972    0.00000
    4.65000    0.95891    0.00000
    4.90000    0.95077    0.00000
    5.15000    0.93461    0.00000
    5.40000    0.92522    0.00000
    5.65000    0.91995    0.00000
    5.90000    0.91248    0.00000
    6.15000    0.90147    0.00000
    6.40000    0.88927    0.00000
    6.65000    0.87811    0.00000
    6.90000    0.86446    0.00000
    7.15000    0.85396    0.00000
    7.40000    0.84306    0.00000
    7.65000    0.82666    0.00000
    7.90000    0.81107    0.00000
    8.15000    0.80048    0.00000
    8.40000    0.78708    0.00000
    8.65000    0.76816    0.00000
    8.90000    0.74848    0.00000
    9.15000    0.72977    0.00000
    9.40000    0.70698    0.00000
    9.65000    0.68406    0.00000
    9.90000    0.66644    0.00000
   10.15000    0.64883    0.00000
   10.40000    0.62603    0.00000
   10.65000    0.60146    0.00000
   10.90000    0.57762    0.00000
   11.15000    0.54700    0.00000
   11.40000    0.51949    0.00000
   11.65000    0.49268    0.00000
   11.90000    0.46327    0.00000
   12.15000    0.43291    0.00000
   12.40000    0.40447    0.00000
   12.65000    0.37546    0.00000
   12.90000    0.34865    0.00000
   13.15000    0.31862    0.00000
   13.40000    0.29011    0.00000
   13.65000    0.26070    0.00000
   13.90000    0.23301    0.00000
   14.15000    0.20722    0.00000
   14.40000    0.18259    0.00000
   14.65000    0.15947    0.00000
   14.90000    0.13837    0.00000
   15.15000    0.11721    0.00000
   15.40000    0.09948    0.00000
   15.65000    0.08331    0.00000
   15.90000    0.06823    0.00000
   16.15000    0.05727    0.00000
   16.40000    0.04655    0.00000
   16.65000    0.03677    0.00000
   16.90000    0.02799    0.00000
   17.15000    0.02199    0.00000
   17.40000    0.01643    0.00000
   17.65000    0.01242    0.00000
   17.90000    0.00959    0.00000
   18.15000    0.00672    0.00000
   18.40000    0.00501    0.00000
   18.65000    0.00390    0.00000
   18.90000    0.00339    0.00000
   19.15000    0.00289    0.00000
   19.40000    0.00220    0.00000
   19.65000    0.00147    0.00000
   19.90000    0.00064    0.00000
   20.15000    0.00043    0.00000
   20.40000    0.00000    0.00000
   20.65000    0.00000    0.00000
   20.90000    0.00000    0.00000
   21.15000    0.00000    0.00000
   21.40000    0.00000    0.00000
   21.65000    0.00000    0.00000
   21.90000    0.00000    0.00000
   22.15000    0.00000    0.00000
   22.40000    0.00000    0.00000
   22.65000    0.00000    0.00000
   22.90000    0.00000    0.00000
   23.15000    0.00000    0.00000
   23.40000    0.00000    0.00000
   23.65000    0.00000    0.00000
   23.90000    0.00000    0.00000
   24.15000    0.00000    0.00000
   24.40000    0.00000    0.00000
   24.65000    0.00000    0.00000
   24.90000    0.00000    0.00000
   25.15000    0.00000    0.00000
   25.40000    0.00000    0.00000
   25.65000    0.00000    0.00000
   25.90000    0.00000    0.00000
   26.15000    0.00000    0.00000
   26.40000    0.00000    0.00000
   26.65000    0.00000    0.00000
   26.90000    0.00000    0.00000
   27.15000    0.00000    0.00000
   27.40000    0.00000    0.00000
   27.65000    0.00000    0.00000
   27.90000    0.00000    0.00000
   28.15000    0.00000    0.00000
   28.40000    0.00000    0.00000
   28.65000    0.00000    0.00000
   28.90000    0.00000    0.00000
   29.15000    0.00000    0.00000
   29.40000    0.00000    0.00000
   29.65000    0.00000    0.00000
   29.90000    0.00000    0.00000
   30.15000    0.00000    0.00000
   30.40000    0.00000    0.00000
   30.65000    0.00000    0.00000
   30.90000    0.00000    0.00000
   31.15000    0.00000    0.00000
   31.40000    0.00000    0.00000
   31.65000    0.00000    0.00000
   31.90000    0.00000    0.00000
   32.15000    0.00000    0.00000
   32.40000    0.00000    0.00000
   32.65000    0.00000    0.00000
   32.90000    0.00000    0.00000
   33.15000    0.00000    0.00000
   33.40000    0.00000    0.00000
   33.65000    0.00000    0.00000
   33.90000    0.00000    0.00000
   34.15000    0.00000    0.00000
   34.40000    0.00000    0.00000
   34.65000    0.00000    0.00000
   34.90000    0.00000    0.00000
   35.15000    0.00000    0.00000
   35.40000    0.00000    0.00000
   35.65000    0.00000    0.00000
   35.90000    0.00000    0.00000
   36.15000    0.00000    0.00000
   36.40000    0.00000    0.00000
   36.65000    0.00000    0.00000
   36.90000    0.00000    0.00000
   37.15000    0.00000    0.00000
   37.40000    0.00000    0.00000
   37.65000    0.00000    0.00000
   37.90000    0.00000    0.00000
   38.15000    0.00000    0.00000
   38.40000    0.00000    0.00000
   38.65000    0.00000    0.00000
   38.90000    0.00000    0.00000
   39.15000    0.00000    0.00000
   39.40000    0.00000    0.00000
   39.65000    0.00000    0.00000
   39.90000    0.00000    0.00000
   40.15000    0.00000    0.00000
   40.40000    0.00000    0.00000
   40.65000    0.00000    0.00000
   40.90000    0.00000    0.00000
   41.15000    0.00000    0.00000
   41.40000    0.00000    0.00000
   41.65000    0.00000    0.00000
   41.90000    0.00000    0.00000
   42.15000    0.00000    0.00000
   42.40000    0.00000    0.00000
   42.65000    0.00000    0.00000
   42.90000    0.00000    0.00000
   43.15000    0.00000    0.00000
   43.40000    0.00000    0.00000
   43.65000    0.00000    0.00000
   43.90000    0.00000    0.00000
   44.15000    0.00000    0.00000
   44.40000    0.00000    0.00000
   44.65000    0.00000    0.00000
   44.90000    0.00000    0.00000
   45.15000    0.00000    0.00000
   45.40000    0.00000    0.00000
   45.65000    0.00000    0.00000
   45.90000    0.00000    0.00000
   46.15000    0.00000    0.00000
   46.40000    0.00000    0.00000
   46.65000    0.00000    0.00000
   46.90000    0.00000    0.00000
   47.15000    0.00000    0.00000
   47.40000    0.00000    0.00000
   47.65000    0.00000    0.00000
   47.90000    0.00000    0.00000
   48.15000    0.00000    0.00000
   48.40000    0.00000    0.00000
   48.65000    0.00000    0.00000
   48.90000    0.00000    0.00000
   49.15000    0.00000    0.00000
   49.40000    0.00000    0.00000
   49.65000    0.00000    0.00000
   49.90000    0.00000    0.00000
   50.15000    0.00000    0.00000
