# d (A) PSD Std
    0.00000    0.00000    0.00000
    3.15000    0.00000    0.00000
    3.40000    0.02407    0.00000
    3.65000    0.03546    0.00000
    3.90000    0.02515    0.00000
    4.15000    0.02279    0.00000
    4.40000    0.01364    0.00000
    4.65000    0.04326    0.00000
    4.90000    0.03254    0.00000
    5.15000    0.06466    0.00000
    5.40000    0.03754    0.00000
    5.65000    0.02109    0.00000
    5.90000    0.02987    0.00000
    6.15000    0.04406    0.00000
    6.40000    0.04877    0.00000
    6.65000    0.04466    0.00000
    6.90000    0.05458    0.00000
    7.15000    0.04201    0.00000
    7.40000    0.04359    0.00000
    7.65000    0.06561    0.00000
    7.90000    0.06236    0.00000
    8.15000    0.04235    0.00000
    8.40000    0.05359    0.00000
    8.65000    0.07571    0.00000
    8.90000    0.07872    0.00000
    9.15000    0.07485    0.00000
    9.40000    0.09113    0.00000
    9.65000    0.09169    0.00000
    9.90000    0.07051    0.00000
   10.15000    0.07043    0.00000
   10.40000    0.09121    0.00000
   10.65000    0.09825    0.00000
   10.90000    0.09539    0.00000
   11.15000    0.12248    0.00000
   11.40000    0.11004    0.00000
   11.65000    0.10722    0.00000
   11.90000    0.11763    0.00000
   12.15000    0.12145    0.00000
   12.40000    0.11374    0.00000
   12.65000    0.11606    0.00000
   12.90000    0.10724    0.00000
   13.15000    0.12010    0.00000
   13.40000    0.11405    0.00000
   13.65000    0.11764    0.00000
   13.90000    0.11078    0.00000
   14.15000    0.10315    0.00000
   14.40000    0.09851    0.00000
   14.65000    0.09247    0.00000
   14.90000    0.08439    0.00000
   15.15000    0.08465    0.00000
   15.40000    0.07092    0.00000
   15.65000    0.06466    0.00000
   15.90000    0.06032    0.00000
   16.15000    0.04385    0.00000
   16.40000    0.04290    0.00000
   16.65000    0.03912    0.00000
   16.90000    0.03510    0.00000
   17.15000    0.02401    0.00000
   17.40000    0.02221    0.00000
   17.65000    0.01608    0.00000
   17.90000    0.01132    0.00000
   18.15000    0.01147    0.00000
   18.40000    0.00685    0.00000
   18.65000    0.00443    0.00000
   18.90000    0.00203    0.00000
   19.15000    0.00200    0.00000
   19.40000    0.00276    0.00000
   19.65000    0.00290    0.00000
   19.90000    0.00331    0.00000
   20.15000    0.00086    0.00000
   20.40000    0.00172    0.00000
   20.65000    0.00000    0.00000
   20.90000    0.00000    0.00000
   21.15000    0.00000    0.00000
   21.40000    0.00000    0.00000
   21.65000    0.00000    0.00000
   21.90000    0.00000    0.00000
   22.15000    0.00000    0.00000
   22.40000    0.00000    0.00000
   22.65000    0.00000    0.00000
   22.90000    0.00000    0.00000
   23.15000    0.00000    0.00000
   23.40000    0.00000    0.00000
   23.65000    0.00000    0.00000
   23.90000    0.00000    0.00000
   24.15000    0.00000    0.00000
   24.40000    0.00000    0.00000
   24.65000    0.00000    0.00000
   24.90000    0.00000    0.00000
   25.15000    0.00000    0.00000
   25.40000    0.00000    0.00000
   25.65000    0.00000    0.00000
   25.90000    0.00000    0.00000
   26.15000    0.00000    0.00000
   26.40000    0.00000    0.00000
   26.65000    0.00000    0.00000
   26.90000    0.00000    0.00000
   27.15000    0.00000    0.00000
   27.40000    0.00000    0.00000
   27.65000    0.00000    0.00000
   27.90000    0.00000    0.00000
   28.15000    0.00000    0.00000
   28.40000    0.00000    0.00000
   28.65000    0.00000    0.00000
   28.90000    0.00000    0.00000
   29.15000    0.00000    0.00000
   29.40000    0.00000    0.00000
   29.65000    0.00000    0.00000
   29.90000    0.00000    0.00000
   30.15000    0.00000    0.00000
   30.40000    0.00000    0.00000
   30.65000    0.00000    0.00000
   30.90000    0.00000    0.00000
   31.15000    0.00000    0.00000
   31.40000    0.00000    0.00000
   31.65000    0.00000    0.00000
   31.90000    0.00000    0.00000
   32.15000    0.00000    0.00000
   32.40000    0.00000    0.00000
   32.65000    0.00000    0.00000
   32.90000    0.00000    0.00000
   33.15000    0.00000    0.00000
   33.40000    0.00000    0.00000
   33.65000    0.00000    0.00000
   33.90000    0.00000    0.00000
   34.15000    0.00000    0.00000
   34.40000    0.00000    0.00000
   34.65000    0.00000    0.00000
   34.90000    0.00000    0.00000
   35.15000    0.00000    0.00000
   35.40000    0.00000    0.00000
   35.65000    0.00000    0.00000
   35.90000    0.00000    0.00000
   36.15000    0.00000    0.00000
   36.40000    0.00000    0.00000
   36.65000    0.00000    0.00000
   36.90000    0.00000    0.00000
   37.15000    0.00000    0.00000
   37.40000    0.00000    0.00000
   37.65000    0.00000    0.00000
   37.90000    0.00000    0.00000
   38.15000    0.00000    0.00000
   38.40000    0.00000    0.00000
   38.65000    0.00000    0.00000
   38.90000    0.00000    0.00000
   39.15000    0.00000    0.00000
   39.40000    0.00000    0.00000
   39.65000    0.00000    0.00000
   39.90000    0.00000    0.00000
   40.15000    0.00000    0.00000
   40.40000    0.00000    0.00000
   40.65000    0.00000    0.00000
   40.90000    0.00000    0.00000
   41.15000    0.00000    0.00000
   41.40000    0.00000    0.00000
   41.65000    0.00000    0.00000
   41.90000    0.00000    0.00000
   42.15000    0.00000    0.00000
   42.40000    0.00000    0.00000
   42.65000    0.00000    0.00000
   42.90000    0.00000    0.00000
   43.15000    0.00000    0.00000
   43.40000    0.00000    0.00000
   43.65000    0.00000    0.00000
   43.90000    0.00000    0.00000
   44.15000    0.00000    0.00000
   44.40000    0.00000    0.00000
   44.65000    0.00000    0.00000
   44.90000    0.00000    0.00000
   45.15000    0.00000    0.00000
   45.40000    0.00000    0.00000
   45.65000    0.00000    0.00000
   45.90000    0.00000    0.00000
   46.15000    0.00000    0.00000
   46.40000    0.00000    0.00000
   46.65000    0.00000    0.00000
   46.90000    0.00000    0.00000
   47.15000    0.00000    0.00000
   47.40000    0.00000    0.00000
   47.65000    0.00000    0.00000
   47.90000    0.00000    0.00000
   48.15000    0.00000    0.00000
   48.40000    0.00000    0.00000
   48.65000    0.00000    0.00000
   48.90000    0.00000    0.00000
   49.15000    0.00000    0.00000
   49.40000    0.00000    0.00000
   49.65000    0.00000    0.00000
   49.90000    0.00000    0.00000
   50.15000    0.00000    0.00000
