# d (A) Cumulative_PSD Std
    0.00000    1.00000    0.00000
    3.15000    1.00000    0.00000
    3.40000    0.99284    0.00000
    3.65000    0.97954    0.00000
    3.90000    0.95521    0.00000
    4.15000    0.93878    0.00000
    4.40000    0.92311    0.00000
    4.65000    0.91438    0.00000
    4.90000    0.88815    0.00000
    5.15000    0.86614    0.00000
    5.40000    0.83550    0.00000
    5.65000    0.81732    0.00000
    5.90000    0.80282    0.00000
    6.15000    0.78800    0.00000
    6.40000    0.76848    0.00000
    6.65000    0.74745    0.00000
    6.90000    0.72630    0.00000
    7.15000    0.70464    0.00000
    7.40000    0.68739    0.00000
    7.65000    0.66691    0.00000
    7.90000    0.64186    0.00000
    8.15000    0.62000    0.00000
    8.40000    0.60560    0.00000
    8.65000    0.58478    0.00000
    8.90000    0.56428    0.00000
    9.15000    0.54715    0.00000
    9.40000    0.52711    0.00000
    9.65000    0.50185    0.00000
    9.90000    0.47188    0.00000
   10.15000    0.45391    0.00000
   10.40000    0.43675    0.00000
   10.65000    0.41526    0.00000
   10.90000    0.38868    0.00000
   11.15000    0.36852    0.00000
   11.40000    0.35015    0.00000
   11.65000    0.33294    0.00000
   11.90000    0.31390    0.00000
   12.15000    0.29808    0.00000
   12.40000    0.28601    0.00000
   12.65000    0.26907    0.00000
   12.90000    0.25256    0.00000
   13.15000    0.23181    0.00000
   13.40000    0.22047    0.00000
   13.65000    0.19527    0.00000
   13.90000    0.18253    0.00000
   14.15000    0.17401    0.00000
   14.40000    0.15666    0.00000
   14.65000    0.14588    0.00000
   14.90000    0.13568    0.00000
   15.15000    0.12078    0.00000
   15.40000    0.09123    0.00000
   15.65000    0.08796    0.00000
   15.90000    0.08540    0.00000
   16.15000    0.07741    0.00000
   16.40000    0.07324    0.00000
   16.65000    0.07007    0.00000
   16.90000    0.06907    0.00000
   17.15000    0.05601    0.00000
   17.40000    0.04607    0.00000
   17.65000    0.02907    0.00000
   17.90000    0.02799    0.00000
   18.15000    0.02737    0.00000
   18.40000    0.02524    0.00000
   18.65000    0.02443    0.00000
   18.90000    0.02313    0.00000
   19.15000    0.02240    0.00000
   19.40000    0.02153    0.00000
   19.65000    0.01980    0.00000
   19.90000    0.01967    0.00000
   20.15000    0.01749    0.00000
   20.40000    0.01510    0.00000
   20.65000    0.00000    0.00000
   20.90000    0.00000    0.00000
   21.15000    0.00000    0.00000
   21.40000    0.00000    0.00000
   21.65000    0.00000    0.00000
   21.90000    0.00000    0.00000
   22.15000    0.00000    0.00000
   22.40000    0.00000    0.00000
   22.65000    0.00000    0.00000
   22.90000    0.00000    0.00000
   23.15000    0.00000    0.00000
   23.40000    0.00000    0.00000
   23.65000    0.00000    0.00000
   23.90000    0.00000    0.00000
   24.15000    0.00000    0.00000
   24.40000    0.00000    0.00000
   24.65000    0.00000    0.00000
   24.90000    0.00000    0.00000
   25.15000    0.00000    0.00000
   25.40000    0.00000    0.00000
   25.65000    0.00000    0.00000
   25.90000    0.00000    0.00000
   26.15000    0.00000    0.00000
   26.40000    0.00000    0.00000
   26.65000    0.00000    0.00000
   26.90000    0.00000    0.00000
   27.15000    0.00000    0.00000
   27.40000    0.00000    0.00000
   27.65000    0.00000    0.00000
   27.90000    0.00000    0.00000
   28.15000    0.00000    0.00000
   28.40000    0.00000    0.00000
   28.65000    0.00000    0.00000
   28.90000    0.00000    0.00000
   29.15000    0.00000    0.00000
   29.40000    0.00000    0.00000
   29.65000    0.00000    0.00000
   29.90000    0.00000    0.00000
   30.15000    0.00000    0.00000
   30.40000    0.00000    0.00000
   30.65000    0.00000    0.00000
   30.90000    0.00000    0.00000
   31.15000    0.00000    0.00000
   31.40000    0.00000    0.00000
   31.65000    0.00000    0.00000
   31.90000    0.00000    0.00000
   32.15000    0.00000    0.00000
   32.40000    0.00000    0.00000
   32.65000    0.00000    0.00000
   32.90000    0.00000    0.00000
   33.15000    0.00000    0.00000
   33.40000    0.00000    0.00000
   33.65000    0.00000    0.00000
   33.90000    0.00000    0.00000
   34.15000    0.00000    0.00000
   34.40000    0.00000    0.00000
   34.65000    0.00000    0.00000
   34.90000    0.00000    0.00000
   35.15000    0.00000    0.00000
   35.40000    0.00000    0.00000
   35.65000    0.00000    0.00000
   35.90000    0.00000    0.00000
   36.15000    0.00000    0.00000
   36.40000    0.00000    0.00000
   36.65000    0.00000    0.00000
   36.90000    0.00000    0.00000
   37.15000    0.00000    0.00000
   37.40000    0.00000    0.00000
   37.65000    0.00000    0.00000
   37.90000    0.00000    0.00000
   38.15000    0.00000    0.00000
   38.40000    0.00000    0.00000
   38.65000    0.00000    0.00000
   38.90000    0.00000    0.00000
   39.15000    0.00000    0.00000
   39.40000    0.00000    0.00000
   39.65000    0.00000    0.00000
   39.90000    0.00000    0.00000
   40.15000    0.00000    0.00000
   40.40000    0.00000    0.00000
   40.65000    0.00000    0.00000
   40.90000    0.00000    0.00000
   41.15000    0.00000    0.00000
   41.40000    0.00000    0.00000
   41.65000    0.00000    0.00000
   41.90000    0.00000    0.00000
   42.15000    0.00000    0.00000
   42.40000    0.00000    0.00000
   42.65000    0.00000    0.00000
   42.90000    0.00000    0.00000
   43.15000    0.00000    0.00000
   43.40000    0.00000    0.00000
   43.65000    0.00000    0.00000
   43.90000    0.00000    0.00000
   44.15000    0.00000    0.00000
   44.40000    0.00000    0.00000
   44.65000    0.00000    0.00000
   44.90000    0.00000    0.00000
   45.15000    0.00000    0.00000
   45.40000    0.00000    0.00000
   45.65000    0.00000    0.00000
   45.90000    0.00000    0.00000
   46.15000    0.00000    0.00000
   46.40000    0.00000    0.00000
   46.65000    0.00000    0.00000
   46.90000    0.00000    0.00000
   47.15000    0.00000    0.00000
   47.40000    0.00000    0.00000
   47.65000    0.00000    0.00000
   47.90000    0.00000    0.00000
   48.15000    0.00000    0.00000
   48.40000    0.00000    0.00000
   48.65000    0.00000    0.00000
   48.90000    0.00000    0.00000
   49.15000    0.00000    0.00000
   49.40000    0.00000    0.00000
   49.65000    0.00000    0.00000
   49.90000    0.00000    0.00000
   50.15000    0.00000    0.00000
